Name,Maths,Reading,Writing,Parents Name,Parents Education,Sleep Time,Social Media,Food,Test Prep,Gender,Parental Involvement Insights,Overall Performance,Parent Education Level,Sleep Category,Social Media Category,Normalized Maths,Normalized Reading,Normalized Writing,Performance Category
"Rachel,50,48,53,Deborah Molinar,3.0,7,0.0,2,1,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",50.333333333333336,Medium,Optimal,Low,0.5,0.3734939759036145,0.4777777777777778,Average"
Pamela,75,68,64,Marvella Huckstep,2.0,8,0.0,1,0,0,Parent Involvement Toolkit,69.0,Low,Optimal,Low,0.75,0.6144578313253013,0.6,Average
"Frances,75,66,73,Sallie Briley,2.0,9,0.0,2,0,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",71.33333333333333,Low,Oversleep,Low,0.75,0.5903614457831325,0.7,Average"
Nathan,70,56,51,Scottie Backer,2.0,7,0.0,1,0,1,Back to Top ,59.0,Low,Optimal,Low,0.7000000000000001,0.4698795180722892,0.4555555555555555,Average
"Douglas,89,88,82,Beatriz Kinsey,1.0,8,0.0,1,1,1,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",86.33333333333333,Low,Optimal,Low,0.89,0.855421686746988,0.7999999999999999,Excellent"
Heather,67,81,79,Mason Carrow,3.0,7,0.0,1,1,0,Learn More: Go to About the NHES,75.66666666666667,Medium,Optimal,Low,0.67,0.7710843373493976,0.7666666666666666,Excellent
Evelyn,78,81,80,Regenia Blish,2.0,5,0.0,1,0,0,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,79.66666666666667,Low,Insufficient,Low,0.78,0.7710843373493976,0.7777777777777778,Excellent
"Jose,59,73,69,Necole Faria,1.0,6,0.0,2,0,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",67.0,Low,Insufficient,Low,0.59,0.674698795180723,0.6555555555555556,Average"
Alice,73,83,76,Samantha Hadfield,2.0,7,0.0,1,0,0,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,77.33333333333333,Low,Optimal,Low,0.73,0.7951807228915663,0.7333333333333333,Excellent
"Janet,79,82,73,Lida Sing,1.0,8,0.0,2,0,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",78.0,Low,Optimal,Low,0.79,0.783132530120482,0.7,Excellent"
Maria,67,74,77,Bette Church,1.0,5,0.0,1,1,0,NCES Annual Reports,72.66666666666667,Low,Insufficient,Low,0.67,0.6867469879518073,0.7444444444444445,Average
Zachary,69,66,60,Illa Friscia,3.0,6,0.0,2,0,1,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,65.0,Medium,Insufficient,Low,0.6900000000000001,0.5903614457831325,0.5555555555555556,Average
Carolyn,86,81,80,Magdalena Clabaugh,2.0,9,0.0,1,1,0,Longitudinal Studies,82.33333333333333,Low,Oversleep,Low,0.86,0.7710843373493976,0.7777777777777778,Excellent
"Debra,47,46,42,Sol Lemley,2.0,6,0.0,1,0,0,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",45.0,Low,Insufficient,Low,0.47,0.3493975903614458,0.3555555555555555,Poor"
Harold,81,73,72,Angelyn Nave,2.0,7,0.0,1,0,1,State Education Practices (School Choice),75.33333333333333,Low,Optimal,Low,0.81,0.674698795180723,0.6888888888888889,Excellent
"Martha,64,85,85,Lorie Hempstead,3.0,8,0.0,2,1,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",78.0,Medium,Optimal,Low,0.64,0.819277108433735,0.8333333333333334,Excellent"
Marie,100,92,97,Darlena Brubaker,3.0,7,0.0,1,0,0,Parent Involvement Toolkit,96.33333333333331,Medium,Optimal,Low,1.0,0.9036144578313252,0.9666666666666666,Excellent
"Arthur,65,77,74,Ivory Almonte,2.0,8,0.0,2,0,1,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",72.0,Low,Optimal,Low,0.65,0.7228915662650603,0.7111111111111111,Average"
Julie,65,58,49,Keva Sauage,3.0,7,0.0,2,0,0,Back to Top ,57.333333333333336,Medium,Optimal,Low,0.65,0.4939759036144578,0.4333333333333334,Average
"Kyle,53,61,62,Krystin Morita,2.0,6,0.0,2,0,1,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",58.66666666666666,Low,Insufficient,Low,0.53,0.5301204819277109,0.5777777777777777,Average"
Diane,37,56,47,Margarito Hintzen,4.0,9,0.0,2,0,0,Learn More: Go to About the NHES,46.66666666666666,Medium,Oversleep,Low,0.37,0.4698795180722892,0.4111111111111111,Poor
Christina,79,89,89,Alanna Gillispie,4.0,8,0.0,1,0,0,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,85.66666666666667,Medium,Optimal,Low,0.79,0.8674698795180723,0.8777777777777778,Excellent
"Victoria,53,54,48,Alayna Rosenblatt,2.0,7,0.0,2,0,0,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",51.66666666666666,Low,Optimal,Low,0.53,0.4457831325301205,0.4222222222222222,Average"
Joyce,100,100,100,Deeann Thomsen,4.0,6,0.0,1,0,0,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,100.0,Medium,Insufficient,Low,1.0,1.0,1.0,Excellent
"Carl,72,65,68,Guy Moulton,2.0,8,0.0,1,1,1,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",68.33333333333333,Low,Optimal,Low,0.72,0.5783132530120483,0.6444444444444444,Average"
Lauren,53,58,55,Ming Scudder,4.0,7,0.0,2,0,0,NCES Annual Reports,55.333333333333336,Medium,Optimal,Low,0.53,0.4939759036144578,0.5,Average
Grace,54,54,45,Mickey Espino,3.0,8,0.0,2,0,0,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,51.0,Medium,Optimal,Low,0.54,0.4457831325301205,0.3888888888888889,Average
Albert,77,90,91,Lesia Stoute,3.0,6,0.0,2,0,1,Longitudinal Studies,86.0,Medium,Insufficient,Low,0.77,0.8795180722891568,0.8999999999999999,Excellent
"Rose,75,58,62,Pauletta Murton,4.0,7,0.0,1,1,0,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",65.0,Medium,Optimal,Low,0.75,0.4939759036144578,0.5777777777777777,Average"
Megan,84,87,91,Solomon Chamberlin,3.0,9,0.0,1,0,0,State Education Practices (School Choice),87.33333333333333,Medium,Oversleep,Low,0.84,0.8433734939759038,0.8999999999999999,Excellent
"Joan,26,31,38,Neville Yocom,2.0,7,0.0,2,0,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",31.666666666666668,Low,Optimal,Low,0.26,0.1686746987951807,0.3111111111111111,Poor"
Jeremy,72,67,65,Vera Edmiston,2.0,7,0.0,2,1,1,Parent Involvement Toolkit,68.0,Low,Optimal,Low,0.72,0.6024096385542169,0.611111111111111,Average
"Ann,77,88,85,Lawerence Amburn,2.0,8,0.0,2,1,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",83.33333333333333,Low,Optimal,Low,0.77,0.855421686746988,0.8333333333333334,Excellent"
Julia,91,74,76,Cedrick Agnew,3.0,5,0.0,1,0,0,Back to Top ,80.33333333333333,Medium,Insufficient,Low,0.91,0.6867469879518073,0.7333333333333333,Excellent
"Kathryn,83,85,90,Melinda Kuchta,2.0,7,0.0,1,1,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",86.0,Low,Optimal,Low,0.8300000000000001,0.819277108433735,0.8888888888888888,Excellent"
